ID,NAME,TYPE,RANK,PHONE,URL
45263558000_file6,БАТАЕВ В. Е.,Участковый уполномоченный полиции,Старший лейтенант,(499) 463-20-11,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file6.html
45263558000_file7,МИШУКОВ Ю. М.,Участковый уполномоченный полиции,Старший лейтенант,(499) 463-20-11,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file7.html
45263558000_file8,ГОРЬКИН И. В.,Участковый уполномоченный полиции,Лейтенант,(499) 463-20-11,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file8.html
45263558000_file9,ВАКАНСИЯ В.,Старший участковый уполномоченный полиции,Младший сержант,(499) 463-20-11,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file9.html
45263558000_file10,ВАКАНСИЯ В. В.,Участковый уполномоченный полиции,Лейтенант,(495) 465-54-42,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file10.html
45263558000_file11,ИСАЕВ А. А.,Старший участковый уполномоченный полиции,Майор,(495) 465-54-42,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file11.html
45263558000_file12,ВАКАНСИЯ В.,Старший участковый уполномоченный полиции,Младший сержант,(495) 465-54-42,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file12.html
45263558000_file13,ВАКАНСИЯ В. В.,Участковый уполномоченный полиции,Младший сержант,(495) 465-54-42,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file13.html
45263558000_file14,ГРИГОРЯН П. О.,Участковый уполномоченный полиции,Лейтенант,(499) 461-22-45,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file14.html
45263558000_file15,ВАКАНСИЯ В.,Участковый уполномоченный полиции,Младший сержант,(499) 461-22-45,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file15.html
45263558000_file16,МЕДВЕДВ В. С.,Участковый уполномоченный полиции,Капитан,(499) 780-82-52,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file16.html
45263558000_file17,МАТРОСОВ Ю. О.,Участковый уполномоченный полиции,Младший сержант,(499) 780-82-52,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file17.html
45263558000_file18,ДЕШИН С. В.,Участковый уполномоченный полиции,Капитан,(499) 780-82-52,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263558000/file18.html
45263564000_file1,ШИЧКИН А. В.,Старший участковый уполномоченный полиции,Майор,(499) 164-99-11,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file1.html
45263564000_file2,ВАКАНСИЯ В. В.,Старший участковый уполномоченный полиции,Майор,(499) 164-99-11,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file2.html
45263564000_file3,ВАКАНСИЯ В. В.,Участковый уполномоченный полиции,Капитан,(499) 164-99-11,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file3.html
45263564000_file4,ДЕМИН О. Ю.,Участковый уполномоченный полиции,Старший лейтенант,(495) 462-21-72,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file4.html
45263564000_file5,ВЕЛЕНСКИЙ А. А.,Участковый уполномоченный полиции,Старший лейтенант,не указан,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file5.html
45263564000_file6,ЧЕРНОВОЛ Д. В.,Участковый уполномоченный полиции,Младший лейтенант,(495) 462-21-72,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file6.html
45263564000_file7,БУРАВЦОВ Ю. А.,Старший участковый уполномоченный полиции,Майор,(495) 462-21-14,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file7.html
45263564000_file8,БОЯРШИН С. М.,Участковый уполномоченный полиции,Капитан,(495) 462-21-14,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file8.html
45263564000_file9,БУРАВЦОВ Ю. А.,Старший участковый уполномоченный полиции,Майор,(495) 462-21-14,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file9.html
45263564000_file10,МОИСЕЕВ М. С.,Участковый уполномоченный полиции,Лейтенант,(495) 468-02-14,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file10.html
45263564000_file11,ШКРЕНИН Ю. А.,Участковый уполномоченный полиции,Капитан,(495) 468-02-14,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file11.html
45263564000_file12,ВАКАНСИЯ В. В.,Участковый уполномоченный полиции,Старший лейтенант,(495) 468-02-14,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file12.html
45263564000_file13,ИБРАГИМОВ Р. Б.,Старший участковый уполномоченный полиции,Майор,(495) 467-96-22,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file13.html
45263564000_file14,ХМЕЛЕВСКОЙ Д. С.,Участковый уполномоченный полиции,Старший лейтенант,(495) 467-96-22,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file14.html
45263564000_file15,ВАКАНСИЯ В. В.,Участковый уполномоченный полиции,Старший прапорщик,(495) 467-96-22,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file15.html
45263564000_file16,ЕСМЕЙКИН Е. В.,Участковый уполномоченный полиции,Старший лейтенант,(495) 467-22-10,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file16.html
45263564000_file17,ЕСМЕЙКИН Е. В.,Участковый уполномоченный полиции,Старший лейтенант,(495) 467-22-10,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file17.html
45263564000_file18,ФРОЛОВ В. Е.,Участковый уполномоченный полиции,Майор,(495) 467-22-10,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file18.html
45263564000_file19,АНТОШИН Ю. В.,Старший участковый уполномоченный полиции,Майор,(495) 467-99-04,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file19.html
45263564000_file20,АНТОШИН Ю. В.,Старший участковый уполномоченный полиции,Майор,(495) 467-99-04,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file20.html
45263564000_file21,КАМЕНЕВ П. В.,Участковый уполномоченный полиции,Старший лейтенант,(495) 467-99-04,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file21.html
45263564000_file22,ЖУКОВ В. Н.,Участковый уполномоченный полиции,Капитан,(499) 780-13-50,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file22.html
45263564000_file23,САРААЕВ А. С.,Участковый уполномоченный полиции,Капитан,(499) 780-13-50,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file23.html
45263564000_file24,БАЙКОВ В. В.,Участковый уполномоченный полиции,Капитан,(499) 780-13-50,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file24.html
45263564000_file25,ДУНАЕВ А. Б.,Старший участковый уполномоченный полиции,Майор,(495) 467-35-29,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file25.html
45263564000_file26,ДУНАЕВ А. Б.,Старший участковый уполномоченный полиции,Майор,(495) 467-35-29,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file26.html
45263564000_file27,ДУНАЕВ А. Б.,Старший участковый уполномоченный полиции,Майор,(495) 467-35-29,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file27.html
45263564000_file28,КОЗИН А. Б.,Старший участковый уполномоченный полиции,Майор,(495) 466-84-10,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file28.html
45263564000_file29,КОЗИН А. В.,Старший участковый уполномоченный полиции,Майор,(495) 466-84-10,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file29.html
45263564000_file30,УДОВЕНКО Д. А.,Участковый уполномоченный полиции,Капитан,(495) 466-84-10,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file30.html
45263564000_file31,РЫБКИН Р. Н.,Участковый уполномоченный полиции,Капитан,(495) 460-84-10,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file31.html
45263564000_file32,СОЛДАТКИН А. Н.,Участковый уполномоченный полиции,Лейтенант,(495) 460-24-87,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file32.html
45263564000_file33,РЫБКИН Р. Н.,Участковый уполномоченный полиции,Капитан,(495) 460-24-87,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file33.html
45263564000_file34,МАТЮШИН Р. Н.,Старший участковый уполномоченный полиции,Майор,(495) 466-41-33,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file34.html
45263564000_file35,ГАСАНОВ К. Г.,Участковый уполномоченный полиции,Старший лейтенант,(495) 466-41-33,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file35.html
45263564000_file36,МАТЮШИН Р. Н.,Старший участковый уполномоченный полиции,Майор,(495) 466-41-33,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263564000/file36.html
45263567000_file1,ВАКАНСИЯ В.,Участковый уполномоченный полиции,Майор,(495) 303-74-94,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file1.html
45263567000_file2,КАШУРКИН Ю. А.,Участковый уполномоченный полиции,Капитан,(495) 303-74-94,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file2.html
45263567000_file3,КОНОВАЛОВ Д. А.,Участковый уполномоченный полиции,Капитан,(495) 652-1891,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file3.html
45263567000_file4,КУРМЫШОВ Д. Ю.,Участковый уполномоченный полиции,Капитан,(495) 652-18-91,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file4.html
45263567000_file5,ПЕТРОВ А. В.,Участковый уполномоченный полиции,Капитан,(495) 307-83-46,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file5.html
45263567000_file6,ПОРФИРЬЕВ А. А.,Участковый уполномоченный полиции,Капитан,(495) 307-83-46,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file6.html
45263567000_file7,ОРОВ А. С.,Участковый уполномоченный полиции,Лейтенант,(495) 307-37-25,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file7.html
45263567000_file8,ЛЮТИКОВ С. С.,Участковый уполномоченный полиции,Старший лейтенант,(495) 307-37-25,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file8.html
45263567000_file9,АСТАФЬЕВ С. В.,Участковый уполномоченный полиции,Капитан,(495) 305-85-01,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file9.html
45263567000_file10,ВАСИН В. А.,Старший участковый уполномоченный полиции,Майор,(495) 305-85-01,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file10.html
45263567000_file11,ВАКАНСИЯ В. В.,Участковый уполномоченный полиции,Капитан,(495) 305-85-01,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file11.html
45263567000_file12,ВАКАНСИЯ В. В.,Участковый уполномоченный полиции,Старший лейтенант,(495) 305-85-01,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file12.html
45263567000_file13,АДАМЕНКО Г. В.,Участковый уполномоченный полиции,Капитан,(495) 303-52-35,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file13.html
45263567000_file14,ВАКАНСИЯ В. В.,Участковый уполномоченный полиции,Капитан,(495) 303-5-35,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file14.html
45263567000_file15,ФУРИН А. В.,Участковый уполномоченный полиции,Младший лейтенант,(495) 308-95-05,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file15.html
45263567000_file16,КОНОВА С. М.,Участковый уполномоченный полиции,Капитан,(495) 308-95-05,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file16.html
45263567000_file17,МАЛАШИХИН А. В.,Участковый уполномоченный полиции,Капитан,(495) 308-98-05,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file17.html
45263567000_file18,ВАКАНСИЯ В. В.,Участковый уполномоченный полиции,Капитан,(495) 308-95-05,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file18.html
45263567000_file19,НАДИН А. В.,Участковый уполномоченный полиции,Лейтенант,(495) 918-93-50,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file19.html
45263567000_file20,ЧИРКОВ И. А.,Участковый уполномоченный полиции,Майор,(495) 918-93-50,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file20.html
45263567000_file21,ГУСЬКОВ В. В.,Участковый уполномоченный полиции,Старший лейтенант,(495) 91893-50,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263567000/file21.html
45263570000_file1,МАСЛО С. В.,Участковый уполномоченный полиции,Капитан,(499) 165-37-56,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file1.html
45263570000_file2,МАРТЫНЕК Н. В.,Участковый уполномоченный полиции,Майор,не указан,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file2.html
45263570000_file3,КАРАБЕЙНИКОВ Д. В.,Участковый уполномоченный полиции,Старший лейтенант,(499) 165-37-56,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file3.html
45263570000_file4,ПРОНИН А. Ю.,Участковый уполномоченный полиции,Капитан,(499) 367-45-72,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file4.html
45263570000_file5,ВАКАНСИЯ В. В.,Старший участковый уполномоченный полиции,Подполковник,(499) 367-45-72,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file5.html
45263570000_file6,ГЕТМАН Г. С.,Участковый уполномоченный полиции,Старший лейтенант,не указан,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file6.html
45263570000_file7,ВАКАНСИЯ В. В.,Старший участковый уполномоченный полиции,Младший сержант,(499) 164-38-42,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file7.html
45263570000_file8,ВАКАНСИЯ В.,Старший участковый уполномоченный полиции,Лейтенант,(499) 164-99-63,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file8.html
45263570000_file9,САВЕЛЬЕВ А. А.,Участковый уполномоченный полиции,Капитан,(499) 164-99-63,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file9.html
45263570000_file10,ПИЧУРОВ В. Р.,Старший участковый уполномоченный полиции,Майор,(499) 3674982,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file10.html
45263570000_file11,ПУПАНОВ А. Д.,Участковый уполномоченный полиции,Капитан,(499) 3674982,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file11.html
45263570000_file12,МАРКЕЛОВ С. А.,Участковый уполномоченный полиции,Старший лейтенант,(499) 164-48-80,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file12.html
45263570000_file13,СИНОТОВ М. В.,Участковый уполномоченный полиции,Капитан,(499) 164-48-80,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file13.html
45263570000_file14,ХМЕЛЁВ Ю. А.,Участковый уполномоченный полиции,Капитан,(499) 965-28-84,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file14.html
45263570000_file15,ВАКАНСИЯ В. В.,Участковый уполномоченный полиции,Лейтенант,не указан,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file15.html
45263570000_file16,ВОЛКОВ В. А.,Участковый уполномоченный полиции,Капитан,(499) 652-04-83,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file16.html
45263570000_file17,КУЛАКОВСКИЙ С. Н.,Участковый уполномоченный полиции,Капитан,(499) 652-04-83,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263570000/file17.html
45263573000_file1,БЫКОВСКИЙ С. М.,Старший участковый уполномоченный полиции,Майор,(495) 7005172,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263573000/file1.html
45263573000_file2,ПЕТРЕНКО А. В.,Участковый уполномоченный полиции,Старший лейтенант,(495) 700-51-64,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263573000/file2.html
45263573000_file3,КРЫЛОВ Д. В.,Участковый уполномоченный полиции,Капитан,(495) 700-51-64,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263573000/file3.html
45263573000_file4,ДВОРНИКОВ А. В.,Участковый уполномоченный полиции,Капитан,(499) 721-94-20,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263573000/file4.html
45263573000_file5,СОРОКИН С. В.,Старший участковый уполномоченный полиции,Майор,(499) 721-94-30,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263573000/file5.html
45263573000_file6,ШИШКИН А. А.,Участковый уполномоченный полиции,Капитан,(499) 721-94-30,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263573000/file6.html
45263573000_file7,ВАКАНСИЯ В.,Участковый уполномоченный полиции,Лейтенант,(499) 721-94-30,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263573000/file7.html
45263573000_file8,МЕДВЕДЕВ Д. М.,Старший участковый уполномоченный полиции,Майор,(499) 721-98-90,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263573000/file8.html
45263573000_file9,ЧИНОВ В. А.,Участковый уполномоченный полиции,Капитан,не указан,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263573000/file9.html
45263573000_file10,ВАКАНСИЯ В. В.,Старший участковый уполномоченный полиции,Старший прапорщик,не указан,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263573000/file10.html
45263581000_file1,ВАКАНСИЯ В. В.,Участковый уполномоченный полиции,Лейтенант,(499) 167-85-10,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263581000/file1.html
45263581000_file2,МОСЯГО В. В.,Участковый уполномоченный полиции,Лейтенант,(499) 167-85-10,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263581000/file2.html
45263581000_file3,НИКИТИН К. Л.,Участковый уполномоченный полиции,Лейтенант,(499) 167-85-10,http://112.ru/publish/00/00/uum/45000000000/45263000000/45263581000/file3.html
